dish_name,prefecture,area_name,main_ingredients,history,image_url,type,seasonality,calories,protein,carbohydrates,fats,sodium,vegan,vegetarian,no_gluten,no_seafood,no_pork,no_dairy,no_nuts,area_lat,area_lon,places
Seige (Female snow crab hotpot),Fukui,Kouno district,"Seiko gani (=female snow crabs), Daikon radish, Miso, Rock laver","Seige is a Fukui Prefecture local dish that features Echizen female snow crabs, called seiko gani. It originates from the Kono district of Minami-Echizen Town, a fishing region since the Edo period, where families keep their own recipes. The crabs carry eggs—soto-ko on the outside and uchi-ko inside—and the name comes from the idea of a mother crab “carrying children on the back.” Historically eaten locally as a winter staple, seiko gani were not widely shipped. Seige is a creative preparation using the crab legs, simmered with grated daikon radish and miso, and served over rice; it can also accompany sake as a side dish. The shell yields a rich broth. The dish traces to sailors on the Kitamae-bune trade routes along the Sea of Japan from Hokkaido to Osaka, dating from the mid-Edo to Meiji eras (c. 18th–1930s).",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/fukui_26_1-1.jpg,soup,winter,145.75,20.25,9.5,1.75,2.0,False,False,False,False,True,True,True,35.828262699999996,136.0864546,"['ChIJZRtdIaro-F8R3CAtgnZCZ4k', 'ChIJ4VDb1uy--F8RU2Jp0Ikcq9E', 'ChIJUd2ebe---F8RbJ6WmWzRE5U']"
Mogura-uri-no-hiyajiru (Mogura melon chilled soup),Yamanashi,Hayakawa Town,"Mogura melon, Miso, Myoga, Green Shiso","Mogura-uri-no-hiyashijiru is a local dish from the Mogura region of Hayakawa Town, at 800 meters above sea level in the Southern Alps foothills. The centerpiece is Mogura melon, a regional crop with a 130-year tradition of self-seeding. The melon is julienned and added to a chilled broth, then seasoned with miso and condiments, served over rice to make a refreshing mountain-style cold soup—a simple summer specialty with deep local roots. Mogura melon resembles a cucumber when young but grows stout and large like a winter melon; skin ranges from dark green to yellow or brownish, while the pale green, juicy flesh is mild and not strongly aromatic, with a crunchy texture that suits cold soup. To avoid cross-pollination, Mogura melons are cultivated away from cucumbers or bitter gourds in the region.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/yamanasi_23_1-1.jpg,soup,summer,145.0,5.0,22.5,2.5,1.0,False,False,False,False,True,True,True,35.412782199999995,138.3629557,[]
Memaki,Yamanashi,Town of Fujikawaguchiko,"Dried arame kelp, wakasagi (Japanese pond smelt) or similar fish, soy sauce, sugar, sake, mirin","Memaki is a local dish where fish is wrapped in arame (kelp) and slowly simmered in soy sauce and sugar. The name comes from the arame wrapping. Its origins lie in mid-Edo period Shinto priests who hosted travelers to Mount Fuji and served memaki, later spreading regionally as a festive dish for Kawaguchi Asama Shrine’s festival in Fujikawaguchiko Town. The triangular shape is said to symbolize Mount Fuji, while a toothpick represents the pilgrim’s staff, linking the dish to religious beliefs and safety in climbing. Because arame is very tough, it must simmer for several days, which preserves the dish and made it a convenient portable food for climbers. The triangle also echoes the kimono of the shrine goddess Konohanasakuyahime.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/yamanasi_7_1-1.jpg,fish dish,all season,720.0,35.0,124.0,10.0,6.0,False,False,False,False,True,True,True,35.4973138,138.75519939999998,"['ChIJ-RVpUlJeGWARfcMeEe58lho', 'ChIJ3bOYVTJeGWARoTAhHhbJOus', 'ChIJVVWpiyZeGWARQnEv2dEkp08', 'ChIJe8GBIC9eGWARrq9v8lrnG2Y', 'ChIJpzOK6slfGWARXMREuOQrUO4']"
Seida no tamaji,Yamanashi,Uenohara City,"Potatoes (small), miso, sugar, etc.","Seida no tamashi"" is a local dish handed down from generation to generation in the Yuzurihara area of Uenohara City. It is made by boiling small potatoes with their skin on with miso paste. In the late Edo period, Nakai Seidayu, a deputy governor of Kofu, brought potatoes from Kyushu and gave them to villagers to grow, saving them from a severe famine. Nakai Seitao is enshrined as ""Imo Daimyojin,"" and a monument to him remains at Ryusenji Temple in Uenohara City. Tamaji"" means small potatoes, and it is a local dish born from the wisdom of our ancestors who made it possible to eat even the smallest of potatoes without wasting them.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2022/08/yamanasi_2_1-1.jpg,soup,all season,314.0,6.0,55.5,8.0,0.5,True,True,False,True,True,True,True,35.6302054,139.1086477,"['ChIJ07dEjdsVGWARrXfUnPJ_u0M', 'ChIJM7oNbAU-GWAR8_dH5ePRuy0', 'ChIJa7RhbwAVGWARd3P1w7OIuKg']"
Hangoroshi,Nagano,Toshin Area,"Glutinous rice, Short-grain rice, Azuki beans (Red beans), Kinako (Roasted soybean flour)","Hangoroshi is Nagano’s term for botamochi or ohagi: mochi rice pounded until semi-crushed with a surikogi. If pounded even finer, it’s called minagoroshi, a humorous nod to eating methods. It was devised as a convenient dish for weddings, funerals, and other occasions by busy women in households and farming. In spring it’s called botamochi and in autumn ohagi, though they are essentially the same. Traditional versions use red adzuki beans and roasted soybean flour (kinako); there are variations with egoma (perilla seeds) or walnuts. The walnut-friendly Ueda region yields high-quality walnuts, and ohagi with a walnut-soy sauce and sugar has become a Tomi city specialty. An old saying—“Thunder from afar and botamochi next door”—expresses a wish to share this dish. Red adzuki beans are believed to ward off evil and have long been used in celebratory meals.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/11/nagano_26_1-1.jpg,sweets,all season,3120.0,65.0,645.0,23.0,0.0,True,True,True,True,True,True,True,36.3663744,138.3106012,[]
Tenyose Jelly Cake,Nagano,Suwa Region,"Kanten (agar agar), somen noodles, food coloring","Tenyose jelly cake is a Suwa region delicacy made from kanten (agar). The Suwa kanten industry grew due to cold, stable weather and later Meiji-era rail access; kanten production began in the Edo period. Legend credits migrant producer Kumezaemon Kobayashi with bringing the process home. Kanten is made by boiling red algae such as Gelidium amansii and Gracilaria, then setting, freezing, and repeatedly drying it. In Suwa, tenyose is a regular summer dish, served as confectionery and at annual events. A jelly-like cake, tenyose is prepared with kanten and served at the Suwa-taisha Shrine’s Onbashira Festival to welcome visitors; it is also indispensable at weddings and funerals, with ingredients and flavors varying by event and season. Often made when people gather, tenyose adds color to the table.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/nagano_16_1-1.jpg,sweets,summer,123.75,1.0,29.5,0.0,0.0,True,True,False,True,True,True,True,36.0214165,138.1995591,['ChIJgy1ZVFJUHGARrmB2toTQHvA']
Garlic Chive Senbei,Nagano,Hokushin region,"Garlic chives, wheat flour, miso","Garlic Chive Senbei is a traditional flour-based dish from Hokushin’s mountainous region, where wheat far outnumbers rice and is milled into flour for everyday meals. Rice is precious, so “flour foods” like senbei or usuyaki serve as filling, mid-morning snacks during okobiru/okobire (late-morning between farm work). These pan-fried, seasoned wafers are filled with seasonal vegetables, notably garlic chives, which are easy to grow and harvest most of the year; tender spring chives are said to have exceptional flavor. Family recipes vary, with some adding miso to the batter or serving the senbei with miso or soy-based dips. Traditionally, to save oil, cooks grease a hot earthenware pan with silk-wadding soaked in oil before frying, then cut the sheet into bite-sized portions. Garlic chives are commonly cultivated in home gardens for convenient use.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/nagano_17_1-1.jpg,other,all season,500.0,12.5,88.0,9.5,1.5,True,True,False,True,True,True,True,36.6485258,138.1950371,"['ChIJ3R-mQ_GGHWARYhDD0XV3VAw', 'ChIJn0KbyzOGHWARC0Lt_4ISWA0']"
Mizu Manju (Water Sweet Mochi),Gifu,Ogaki City,"Kuzu ko (=Kudzu starch), Warabi ko (=Bracken starch ), Red Beans","""Suimanju"" is a type of steamed bun made with a dough composed of kudzu powder and warabi powder, filled with sweet red bean paste, and then chilled using well water. The creation of Suimanju is said to date back to the Meiji era. Owing to the abundant underground water in Ogaki, known as the ""City of Water,"" many households used well water to cool vegetables and fruits in a device called the ""idobune"" (well boat) as an alternative to refrigerators. Suimanju was developed as a refreshing summer sweet to enjoy during this time. In its early stages, Suimanju was made using only kudzu powder. However, kudzu powder easily dissolves in water and becomes firm when chilled. To address this, water-resistant warabi powder was incorporated into the recipe, resulting in a delightful and chewy texture for Suimanju when chilled.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/11/gifu_18_1-1.jpg,sweets,summer,1450.0,6.0,354.0,1.0,0.0,True,True,True,True,True,True,True,35.3593013,136.61344169999998,"['ChIJ332i02OxA2ARFPDV_gpyERo', 'ChIJGeGjwXCxA2ARlO0EsaaA_Ts', 'ChIJ_0hbVQCxA2ARlzS_TztFKHg', 'ChIJQbkgXgCxA2ARBBqY_MZqEfU', 'ChIJe4ocDWixA2ARTPJbAKyJ18M']"
Sengoku Mame no Kakimawashi (Mixed Rice with Sengoku Beans),Gifu,Gifu City,"Sengoku beans, Rice, Chicken, Gobou(=Burdock root), Carrot","Sengoku-mame, cultivated in the southern area of Gifu City since the Meiji era (1868-1912), is a type of Fuji-mame, so named because its pods resemble a Sengoku-bune (boat), and it is resistant to high temperatures and disease, and produces a lot of beans. It is used in a variety of dishes such as tempura and dishes dressed with sesame sauce. Kakimawashi is a local dish served at gatherings of relatives in Gifu City, and it is said that the name ""kakimawashi"" comes from the way the boiled ingredients are mixed into the rice and turned to distinguish it from ""mazegohan"" (rice cooked in a pot and called ""mixed rice"").",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/gifu_23_1-1.jpg,rice dish,all season,825.0,19.75,166.5,3.75,0.75,False,False,False,False,True,True,True,35.423422599999995,136.7606217,['ChIJZ9bZW7quA2ARbIHVkCObR20']
Kuwanoki-mame Ni (Simmered Mulberry Beans),Gifu,Yamagata City,"""Kuwanoki-mame"" (=mulberry beans)","Kuwanoki-mame ni is a simmered dish of kuwanoki-mame (mulberry beans) grown in the Miyama area, in the northern part of Yamagata city, Gifu. The beans ripen with red patterns on pods and seeds and this kidney bean has long-local cultivation, certified as a traditional vegetable from the Hida/Mino regions. From the Meiji to Taisho periods, sericulture flourished in Miyama, with mulberry trees planted to feed silkworms. To protect the beans from typhoons, they were grown at the base of mulberry trees so the vines wrapped around the bark, giving rise to the name kuwanoki-mame (mulberry beans). The dish is prepared by simmering the beans in soy sauce and sugar, reflecting its regional agricultural heritage.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/gifu_28_1-1.jpg,vegetable,all season,96.66666666666667,4.0,14.666666666666666,0.3333333333333333,0.3333333333333333,True,True,False,True,True,True,True,35.506049499999996,136.781349,['ChIJDbFPfblx-F8Rb8cypKHxfRE']
Tamago Fuwa Fuwa (Fluffy Eggs),Shizuoka,Fukuroi City,"Eggs, Dashi (=Japanese soup stock)","""Tamago fuwa fuwa"" was served at Fukuroi-juku station during the Edo period and the Fukuroi-city Tourism Association has revived the dish as a new local specialty. According to ""Sendai Gekkou Nikki"", a written account from the Edo period, ""tamago fuwa fuwa"" was served for breakfast at Otawakihonjin of Fukuroi-juku station to guests staying there. The dish is made with two simple ingredients, eggs and dashi (=Japanese soup stock). The ""fluffy"" texture of the dish is what people enjoy the most about the dish.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/shizuoka_26_1-1.jpg,other,all season,75.0,6.0,0.5,5.0,1.0,False,False,False,False,True,True,True,34.750198,137.924619,"['ChIJvaAGUtT6GmARVwfPDl_qmO8', 'ChIJ1eR-i9X6GmARwugMZr9nO90', 'ChIJd7kkzNX6GmARYHPvWMToxDU', 'ChIJ-ZopgHr6GmARlx6kk1uynZ4']"
Gawa,Shizuoka,Omaezaki City,"Bonito, onion, cucumber, green perilla, ginger, pickled plum, miso","Shizuoka Prefecture boasts one of the largest catches of bonito in Japan. The bonito landed in May is called ""Hatsukatsuo"" (first bonito) and is especially popular, and the ""bonito streamers"" displayed around Omaezaki Port on the occasion of Dragon Boat Festival have become a summer tradition. Gawa"" is a chilled miso soup made by chopping raw bonito, cucumbers, pickled plums, green perilla, etc., and adding them to water with miso paste, and was first made by fishermen on board their boats when they went bonito fishing. It is said that the name ""gawa"" came about because of the ""gawa-gawa"" sound made when ice is added and the miso is stirred to dissolve it. Originally a fisherman's meal, it also appears on summer tables in ordinary households in Omaezaki.Source: Shizuoka Prefecture's official website",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2022/08/shizuoka_2_1-1.jpg,soup,summer,135.6,22.4,7.2,1.4,0.2,False,False,False,False,True,True,True,34.6379987,138.1280864,['ChIJn3Z5pLNgGmARb8Yc2rXpLgA']
Heso Mochi (Dented Rice Cakes),Shizuoka,Central and Western Regions (mainly west of the Fuji River),Joshinko(=short-grain rice flour),"""Heso mochi"" is offered on the 15th day of August or the 13th day of September of the old calendar when the night is perfect for moon-viewing. This sweet is unique to the central and western regions of Shizuoka prefecture, located on the west of the Fuji River. Another name for this sweet is ""heso dango"". It is made with Joshinko(=short-grain rice flour), which is shaped into flattened ""dango"" (=Japanese dumpling) with a dent in the center of each piece. In the past, it was always made with freshly harvested rice from that year and 12 pieces, 13 pieces in the case of a leap year, were offered on a bundle of fresh straw on the day of ""tsukimi"" (=moon-viewing). It was a tradition for children to go door to door on this day to receive the ""heso mochi"" being offered.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/shizuoka_27_1-1.jpg,sweets,winter,935.0,20.0,209.0,2.0,1.0,True,True,True,True,True,True,True,35.092939699999995,138.3190276,[]
Miso-dengaku (Miso Stick),Aichi,All of Aichi Prefecture,"Tofu, Miso","Tofu arrived in Japan from China as early as the Nara–Heian period, valued as protein in vegetarian cuisine for aristocrats and warrior families. In the Edo period, the tofu cookbook Tofu Hyakuchin popularized dengaku—grilled, skewered tofu. Since the mid-Heian era, rural rice-field dances called dengaku-mai, performed by dengaku-houshi who wore white hakama and colored jackets while dancing on sticks, are said to have inspired the name miso-dengaku (or dengaku) because the dancers’ white, skewered form resembled a miso-topped tofu on a grill. Miso-dengaku has a long history in Aichi with regional variation. In Mikawa, “nameshi dengaku” blends greens-t flavored rice with dengaku; in Owari, “fu dengaku” coats deep-fried fu with red miso paste. Nameshi dengaku was also a specialty in inn towns along Edo-period Tokaido.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/01/aichi_6_1-1.jpg,vegetable,all season,240.0,17.0,25.25,8.5,1.75,False,False,False,False,True,True,True,35.1182505,137.1923893,"['ChIJC4vV2rSiBGARkR461FRzQ24', 'ChIJAQDVPEu9BGARq79_yhcqZfU']"
Moroko-zushi (Sushi with ‘Moroko’ Willow Gudgeon),Aichi,Owari Region,"Rice, ‘Moroko’ (=Willow gudgeon, species of fish)","Moroko-zushi is a local hako-zushi from the Owari waterfront, using moroko (willow gudgeon), a small freshwater carp up to 10 cm. Moroko has long been caught and eaten since the Edo Period. The fish are simmered in soy sauce and mirin, then laid diagonally on vinegar-seasoned rice in a rectangular mold and pressed. This diagonal arrangement is typical of Owari hako-zushi, allowing diverse ingredients to be enjoyed when rice was scarce. Because river pollution has reduced moroko catches, the fish is now regarded as high-class among river fish. In Nagoya City, the hako-zushi often combines moroko with haya (minnow/small crucian carp), both simmered; haya is valued for its softer bones in spring, while moroko bones are soft year-round and unobtrusive.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/01/aichi_9_1-1.jpg,fish dish,all season,315.0,15.0,52.0,0.75,0.5,False,False,False,False,True,True,True,35.0182505,137.2923893,"['ChIJYSYiIvGFBGARYI9GOD-X2-0', 'ChIJV4PwZrZxA2ARvrMoWHOU7Ss', 'ChIJWbjRk6AMA2ARaM7RaiFjRPs', 'ChIJUfpYSsNwA2AR77lbscmAUV4']"
Aburage-zushi/Inari-zushi,Aichi,Toyokawa City and All of Aichi Prefecture,"Fried thin tofu, Rice","Aburage-zushi (Inari-zushi) is a dish with debated origins. One tale says rice is stuffed into fried thin tofu offered to Inari (Inari-sama) and made into sushi. A prominent belief places its birthplace in front of Toyokawa Inari Shrine, one of Japan’s three major Inari shrines, with invention in the latter half of the Edo period (1603–1867). Nagoya is known for a variant where sweet‑and‑spicy fried tofu is filled with sushi rice and the bottom remains open. The term Sukeroku, naming the combination of Aburage-zushi and makizushi, is said to have originated in Nagoya; it may trace to the Kabuki play Sukeroku Yukari no Edozakura, with associations to characters and imagery such as Age-maki and a hachimaki. In Toyokawa’s shrine-town, Inari-zushi has long been sold to visitors; nowadays Aburage-zushi is also offered as a local revival.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/aichi_16_1-1.jpg,rice dish,all season,280.0,6.0,42.5,5.5,0.5,False,False,False,False,True,True,True,34.826752299999995,137.3757774,['ChIJ5-KY6lHLBGARIvMsklIC9tU']
Kyuuri no Hiya-Jiru (cold soup of cucumber),Mie,Iga Food Culture Area,"Cucumber, Miso, white Sesame seeds, Ni-Dashi-jiru(=Japanese soup stock)","In the Iga region, the heat and humidity characteristic of the basin increases during the summer months, causing people to lose their appetites. Therefore, cold Miso soup has been made and eaten as a way to get through the hot summer months. There are also cold soups unique to each region throughout Japan, but for example, the history of cold soup in Miyazaki Prefecture is said to be that it was spread throughout the country by Buddhist monks and spread to Miyazaki Prefecture due to their influence, as stated in the Kamakura period ""Kamakura Kanrei family records "": ""Samurai families pour soup over rice, while monks pour cold soup over rice. "" However, in Mie Prefecture, it is generally made as a cold soup rather than served over rice. Since it is a simple recipe, the taste varies slightly from household to household.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/01/mie_20_1-1.jpg,soup,summer,80.0,4.0,6.5,3.25,1.5,False,False,False,False,True,True,True,34.7636235,136.12383119999998,[]
Arame maki,Mie,"Ise-Shima food culture zone (Toba area (Toshi Island, Kamijima, etc.), Hokusei food culture zone, Higashi-Kishu food culture zone)","Sardines (saury), arame (dried)","Arame maki is a regional way of preparing arame, a kelp-like seaweed abundant in Mie Prefecture, which accounts for most domestic arame production. Arame is harvested mainly July–September in the Toba-Shima area along the Kumano-nada coast. It has long been offered to the Ise Shrine, making it one of the region’s most cherished seaweeds; abalone and turban shells also feed on it. To mitigate its astringent taste, arame is soaked in seawater, dried and aged from summer to fall, then slowly stewed or steamed for 4–5 hours to soften. Dried arame is rehydrated and rolled with seasonal fish fillets, finished with a sweet-spicy sauce to create arame-maki. In recent years, chopped arame appears in arame gohan (rice with arame) and other simmered dishes, and it is shipped to Kyoto for Buddhist vegetarian dishes and obanzai cuisine.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2022/08/mie_2_1-1.jpg,fish dish,all season,190.0,11.333333333333334,10.666666666666666,5.0,0.6666666666666666,False,False,False,False,True,True,True,34.3855274,136.7676072,[]
Bon Jiru,Mie,Chunansei Food Culture Area/Eastern Kishu Food Culture Area,"Soybean, burdock, eggplant, carrot, pumpkin, fried tofu, yard bean, taro stem, etc.","Bon Jiru is a traditional Bon Festival soup rooted in Matsuzaka’s Edo-period records. The Matsuzaka Fuzokuki notes a soup made with burdock, eggplant, and dried gourd shavings, to which many ground soybeans are added. Zen Buddhist households, avoiding meat and fish, traditionally skip dashi stock and instead use miso-based soups with abundant seasonal vegetables and fried tofu. The dish gains flavor from its many ingredients, making it delicious without dashi, and it functions as a celebratory boiled-vegetable-style dish for ancestral offerings. In northeastern Matsuzaka, yard beans (juroku sasage) are called bon sasage and are commonly included during Bon. Some regions name it nana iro jiru (“seven-color soup”) for its seven kinds of ingredients. In Sugari, Owase City, variations include hachihai with tofu and hyuga jiru with gourd shavings on spirit-offering days.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/mie_8_1-1.jpg,soup,winter,704.0,47.0,71.0,27.0,6.0,True,True,False,True,True,True,True,34.3101306,136.8167111,[]
Kurumi Gobou (Burdock root dressed with Edamame paste),Shiga,Koga City,"Edamame(=green soybeans), Gobou(=Burdock root), Sugar, etc.","Kurumi Gobou is a traditional dish from Shigaraki Town in Koga City, Shiga Prefecture, made with edamame and burdock root. It has been a local delicacy since ancient times and is typically served at the autumn festival at Sansho Shrine in Kamiasamiya, Shigaraki, where people eat it each autumn as part of the custom. The festival is also known as the Gobou (burdock) Festival, and Saba-Sushi is another offering. A popular saying goes that eating Kurumi Gobou keeps you healthy for a year. Nutritionally, edamame provides about 11.7 g of protein per 100 g and a balanced amino acid profile along with energy, fat, and dietary fiber. Burdock adds dietary fiber, minerals, and polyphenols, highlighting the dish’s wholesome, regional heritage.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/shiga_24_1-1.jpg,vegetable,fall,99.0,6.0,13.75,2.5,1.25,True,True,True,True,True,True,True,34.966080999999996,136.166348,[]
Yaki Moroko no Dorozu,Shiga,All of Shiga Prefecture,"""Hon-moroko"" (=Willow gudgeon), Vinegar, Miso, Sugar, Mustard","Yaki Moroko no Dorozu is a Shiga Prefecture dish featuring hon-moroko, the willow gudgeon (Cyprinidae Gnathopogon) endemic to Lake Biwa. This small freshwater fish is prized for its flavor, and the komochi moroko (egg-bearing) variety is a local delicacy. The dish pairs grilled moroko with dorozu—a sweet-and-sour miso dressing used as a dipping sauce. Hon-moroko is one of the “Biwako Hacchin” eight representative fishes of Lake Biwa and is designated as critically endangered, reflecting near-extinction risk in the wild. Nevertheless, breeding programs produce young fish released outside the lake, allowing continued consumption. Traditionally served in high-end Japanese restaurants for its rarity and prestige, hon-moroko is also caught year-round due to its small size, making moroko fishing popular among beginners and families.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/shiga_30_2.jpg,fish dish,all season,100.0,11.0,12.25,1.25,0.75,False,False,False,False,True,True,True,35.429201399999995,136.00632119999999,['ChIJMyzNoxsKAWARlcl_aAD9XZA']
Hakusai-no-tatami-zuke (Napa cabbage Pickles),Shiga,Kohoku Region,"Napa cabbage, Red chili pepper, Kombu(=kelp), Salt","Hakusai-no-tatami-zuke is a traditional Shiga Prefecture pickle of Napa cabbage leaves peeled one by one and pickled with red chili pepper and kelp, using a leaf-stem technique. Originating in Kohoku and linked to the Anegawa River basin near Mt. Ibuki, the local climate helps the vegetables stay intact when cut. Cabbage is grown in open fields in Higashiomi City from October to March, and many households make these pickles in winter. The resulting pickle is a visually beautiful, essential dish for Houonko, New Year celebrations, Shinto rituals, Buddhist memorials, weddings, and building ceremonies. Variations may include shredded kelp, extra red chili slices, or green leaves. It is eaten year-round, but summer production is rare due to cabbage scarcity and heat that can cause failure.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/shiga_26_1-1.jpg,pickles,all season,85.0,5.0,15.0,1.0,6.0,True,True,True,True,True,True,True,35.329201399999995,136.05632119999999,[]
Natto-Mochi (Fermented soybeans rice cake),Kyoto,"Kyoto City, Nantan Region","“Natto” (fermented soybeans), Rice cake","Natto-Mochi is a Kyoto dish in which fermented soybeans (natto) are wrapped in rice cake. Its lore centers on Keihoku, Kyoto: legend says monk-emperor Kōgon, during ascetic practice at Joshōkō Temple, ate boiled beans wrapped in straw; the beans fermented, becoming stringier and tastier, and temple scrolls depict the head priest serving straw-wrapped natto. It later became an offering to the Kyoto Imperial Palace, giving the dish its name (to offer beans). It grew into a precious food for New Year and other occasions. Keihoku is also the birthplace of the Yamaguni-tai peasant soldiers from the Boshin War; soldiers reportedly carried natto into battle. Natto-Mochi, protein-rich and stomach-friendly, was once as large as a face and eaten over three New Year days. Hiyoshi and Miyama in Nantan City also make regional variants.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/01/kyoto_6_2.jpg,sweets,all season,146.0,4.6,24.4,2.6,0.2,True,True,True,True,True,True,True,35.1566609,135.5251982,"['ChIJO8TWUCmpAWARPpd778aNkus', 'ChIJhwcImf-pAWARV5y3krcVQ9A']"
Kuri Gohan(=Chestnut rice),Kyoto,"Chutan Region, Nantan Region","Chestnuts, Rice","Kuri Gohan (chestnut rice) is one of Kyoto’s specialties, using Tamba Kuri chestnuts grown in the Tamba region. ""Tamba Kuri"" refers not to a single variety but to chestnuts cultivated there. These large, sweet chestnuts date back to ancient times and are mentioned in the Engishiki. They were enjoyed by the nobility from the Heian period and, in the Edo period, served as offerings to the shogunate and imperial court. Today, Tamba Kuri is nationally branded. The Tamba region’s basin geography—with mountain valleys, significant day–night temperature swings, rivers, and fertile soil—enhances sweetness. Chestnuts have long been prepared by boiling, roasting, or candying. Kuri Gohan is the cherished way to savor them: add Tamba Kuri to lightly salted rice to highlight the chestnut sweetness, making it a quintessential autumn dish.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/kyoto_3_1-1.jpg,rice dish,fall,395.0,7.666666666666667,84.16666666666667,1.1666666666666667,0.6666666666666666,True,True,True,True,True,True,False,35.107340799999996,135.470236,[]
Zuiki no Taitan,Kyoto,"Chutan Area, Tango Area",Zuiki (Taro stalk),"Zuiki no Taitan is a home-cooked simmered dish using zuiki, the stalk of taro. “Taitan” means slow simmering to let flavors penetrate. In Kyoto, the Ebiimo stalks (an old taro variety) are used as zuiki and are a staple in obanzai, traditional Kyoto home cooking. When selecting zuiki, choose firm, thick stems; its crisp texture and refreshing taste are prized, especially in summer as part of obanzai. Besides this dish, other zuiki preparations—such as pickled zuiki in plum vinegar or sesame dressing—are popular. At Kyoto’s Kitano Tenmangu Shrine, the Zuiki Festival celebrates the autumn harvest, featuring a portable shrine with a roof made of thick red zuiki and other Kyoto vegetables. Dried zuiki is also believed to aid postpartum recovery.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/11/kyoto_12_1.jpeg,vegetable,all season,180.0,4.0,14.0,6.0,0.5,False,False,False,False,True,True,True,34.985849,135.7587667,['ChIJ7wKLka4IAWARCByidG5EGrY']
Hamonabe (Hot pot with conger pike),Osaka,Senshu Region,"Conger pike, Onion, Potato","Hamonabe (hot pot with conger pike) centers on hamo, the pike conger long linked to Osaka Bay and a summer staple in Osaka and Kyoto festivals. While hamo is prized in summer, the autumn catch—fattier after spawning—also tastes delicious. Because hamo has dense, tiny bones, chefs perform “honekiri,” carefully cutting between bones to remove them while keeping the skin. In the Senshu region, facing Osaka Bay, hamo has long been common, and hamo nabe has become a popular dish. The head and bones are simmered into dashi stock, and onions and potatoes are added in the Senshu style, with Senshu onions imparting sweetness that complements the fish’s mild flavor. The dish is closely tied to the Senshu area, reportedly the birthplace of Japanese onion cultivation.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/osaka_24_1-1.jpg,fish dish,winter,201.0,16.5,18.5,2.0,1.0,False,False,False,False,True,True,True,34.6937249,135.5022535,"['ChIJxWQjvRXnAGAR0zV7IvKWgmM', 'ChIJqQr3ekDnAGARj5xI77NGMeY', 'ChIJCYobJuzmAGARvENkB_1-R54', 'ChIJH9v2xhTnAGARMjoiDXzxaT4']"
Decchi Yokan/ Red Bean Jelly,Osaka,Hokusetsu Area,"Ito Kanten(=agar-agar), Koshian (=Red bean paste)","Decchi Yokan, a winter confections from the northern Settsu mountains, uses locally produced kanten (agar). In the late Edo period, kanten was made by freezing and thawing seaweed, purifying it with water, and drying it, with some production exported via Nagasaki. This yokan differs from the smoother, sugar-heavy version by using less sugar and having a short shelf life, making it more suited to winter production and consumption; its taste is modest and refreshing. The name has two theories: one suggests it’s a “half-portion” yokan reflecting a lighter reduction, akin to an apprentice (Decchi); the other posits it was an inexpensive souvenir carried home by apprentices. In Kawachi, a variant uses wheat flour instead of kanten and is steamed, yielding a different texture.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/11/osaka_18_1.jpeg,sweets,all season,598.75,7.5,137.5,0.75,0.25,True,True,True,True,True,True,True,34.8778619,135.4883423,[]
